/megacd/ISO/	picodrive_libretro	cue	https://archive.org/download/tosec-iso-sega/Mega-CD%20%26%20Sega%20CD/CD/Games/%5BISO%5D/
/megacd/NonRedump/	picodrive_libretro	cue	https://archive.org/download/non-redump_sega-mega-cd_sega-cd/
/saturn/Redump/	yabasanshiro_libretro	cue	https://archive.org/download/redump.sega_saturn/
/saturn/NonRedump/	yabasanshiro_libretro	cue	https://archive.org/download/non-redump_sega-saturn/
/saturn/ISO/	yabasanshiro_libretro	cue	https://archive.org/download/tosec-iso-sega/Saturn/Games/%5BISO%5D/
/stv/MAME/	mame_libretro stvbios		https://archive.org/download/mame-sl/mame-sl/stv.zip/stv/
/dreamcast/Redump/	flycast_libretro	cue	https://archive.org/download/sega-dreamcast-redump/
/dreamcast/NonRedump/	flycast_libretro	gdi	https://archive.org/download/non-redump_sega-dreamcast/
/dreamcast/US/	flycast_libretro	gdi	https://archive.org/download/tosec-iso-sega/Dreamcast/Games/US/
/dreamcast/PAL/	flycast_libretro	gdi	https://archive.org/download/tosec-iso-sega/Dreamcast/Games/PAL/
/dreamcast/JP/	flycast_libretro	gdi	https://archive.org/download/tosec-iso-sega/Dreamcast/Games/JP/
/model2/Sega Model 2/	mame_libretro		https://archive.org/download/m2emu1.1a/Sega%20Model%202%20Emu%201.1a%20and%20Full%20Romset/Model%202%20Romset%20%28Merged%29/
/model3/Sega Model 3/	mame_libretro		https://archive.org/download/segamodel3/ROMs/
/gamegear/NoIntro/	gearsystem_libretro		https://archive.org/download/ni-roms/roms/Sega%20-%20Game%20Gear.zip/
/gamegear/TOSEC/	gearsystem_libretro		https://archive.org/download/tosec-main/Sega/Game%20Gear/Games/Sega%20Game%20Gear%20-%20Games%20%28TOSEC-v2025-01-15%29.zip/
/gamegear/Demo/	gearsystem_libretro		https://archive.org/download/tosec-main/Sega/Game%20Gear/Demos/Sega%20Game%20Gear%20-%20Demos%20%28TOSEC-v2024-01-15%29.zip/
/gamegear/MAME/	mame_libretro gamegear -cart		https://archive.org/download/mame-sl/mame-sl/gamegear.zip/gamegear/
/pockstat/TOSEC/	mame_libretro pockstat -cart		https://archive.org/download/tosec-main/Sony/PocketStation/Various/Sony%20PocketStation%20-%20Various%20%28TOSEC-v2014-05-29%29.zip/
/smc777/MAME/	mame_libretro smc777 -flop1		https://archive.org/download/mame-sl/mame-sl/smc777.zip/smc777/
/psx/CHD EUR/	pcsx_rearmed_libretro		https://archive.org/download/PS1_EU_CHD_Arquivista/
/psx/CHD JAP/	pcsx_rearmed_libretro		https://archive.org/download/PS1_JP_CHD_Arquivista/
/psx/CHD USA/	pcsx_rearmed_libretro		https://archive.org/download/PS1_US_CHD_Arquivista/
/psx/NonRedump/	pcsx_rearmed_libretro	cue	https://archive.org/download/non-redump_sony_playstation/
/ps2/CHD 1/	pcsx2		https://archive.org/download/PS2-part1-CHD-Arquivista/
/ps2/CHD 2/	pcsx2		https://archive.org/download/PS2-part2-CHD-Arquivista/
/ps2/CHD 3/	pcsx2		https://archive.org/download/PS2-part3-CHD-Arquivista/
/ps2/NonRedump A-G/	pcsx2	iso	https://archive.org/download/non-redump_sony_playstation2_part1/
/ps2/NonRedump H-Q/	pcsx2	iso	https://archive.org/download/non-redump_sony_playstation2_part2/
/ps2/NonRedump R-Z/	pcsx2	iso	https://archive.org/download/non-redump_sony_playstation2_part3/
/psp/Redump/	ppsspp_libretro	iso	https://archive.org/download/playstation-portable-redump/
/psp/NonRedump/	ppsspp_libretro	iso	https://archive.org/download/non-redump_sony_playstation_portable/
/psp/TOSEC/	ppsspp_libretro	iso	https://archive.org/download/tosec-iso-sony/PlayStation%20Portable/Games/%5BISO%5D/
/dos/eXoDOS/	dosbox_pure_libretro		https://archive.org/download/exodos-full/eXoDOS/eXo/eXoDOS/
/dos/TOSEC/	dosbox_pure_libretro		https://archive.org/download/tosec-main/IBM/PC%20Compatibles/Compilations/Games/%5BIMG%5D/IBM%20PC%20Compatibles%20-%20Compilations%20-%20Games%20-%20%5BIMG%5D%20%28TOSEC-v2024-04-20%29.zip/
/dos/App TOSEC/	dosbox_pure_libretro		https://archive.org/download/tosec-main/IBM/PC%20Compatibles/Applications/Addons%20%26%20Patches/IBM%20PC%20Compatibles%20-%20Applications%20-%20Addons%20%26%20Patches%20%28TOSEC-v2023-11-07%29.zip/
/dos/Edu [IMG]/	dosbox_pure_libretro		https://archive.org/download/tosec-main/IBM/PC%20Compatibles/Educational/%5BIMG%5D/IBM%20PC%20Compatibles%20-%20Educational%20-%20%5BIMG%5D%20%28TOSEC-v2024-04-20%29.zip/
/dos/Edu [RAW]/	dosbox_pure_libretro		https://archive.org/download/tosec-main/IBM/PC%20Compatibles/Educational/%5BRAW%5D/IBM%20PC%20Compatibles%20-%20Educational%20-%20%5BRAW%5D%20%28TOSEC-v2022-12-21%29.zip/
/dos/Edu [SCP]/	dosbox_pure_libretro		https://archive.org/download/tosec-main/IBM/PC%20Compatibles/Educational/%5BSCP%5D/IBM%20PC%20Compatibles%20-%20Educational%20-%20%5BSCP%5D%20%28TOSEC-v2023-11-07%29.zip/
/dos/Edu [TD0]/	dosbox_pure_libretro		https://archive.org/download/tosec-main/IBM/PC%20Compatibles/Educational/%5BTD0%5D/IBM%20PC%20Compatibles%20-%20Educational%20-%20%5BTD0%5D%20%28TOSEC-v2023-11-07%29.zip/
/dos/TOSEC-ISO/	dosbox_pure_libretro		https://archive.org/download/tosec-iso-ibm/PC%20Compatibles/CD/Games/%5BISO%5D/
/dos/TDC 1982/	dosbox_pure_libretro		https://archive.org/download/Total_DOS_Collection_Release_16_March_2019/Games/Files/1982/
/dos/TDC 1983/	dosbox_pure_libretro		https://archive.org/download/Total_DOS_Collection_Release_16_March_2019/Games/Files/1983/
/dos/TDC 1985/	dosbox_pure_libretro		https://archive.org/download/Total_DOS_Collection_Release_16_March_2019/Games/Files/1985/
/dos/TDC 1988/	dosbox_pure_libretro		https://archive.org/download/Total_DOS_Collection_Release_16_March_2019/Games/Files/1988/
/dos/TDC 1990/	dosbox_pure_libretro		https://archive.org/download/Total_DOS_Collection_Release_16_March_2019/Games/Files/1990/
/dos/TDC 1991/	dosbox_pure_libretro		https://archive.org/download/Total_DOS_Collection_Release_16_March_2019/Games/Files/1991/
/dos/TDC 1994/	dosbox_pure_libretro		https://archive.org/download/total_dos_collection/TDC/Games/Files/1994/
/dos/TDC 1995/	dosbox_pure_libretro		https://archive.org/download/total_dos_collection/TDC/Games/Files/1995/
/dos/TDC 1996/	dosbox_pure_libretro		https://archive.org/download/total_dos_collection/TDC/Games/Files/1996/
/dos/TDC 1997/	dosbox_pure_libretro		https://archive.org/download/total_dos_collection/TDC/Games/Files/1997/
/dos/TDC 1998/	dosbox_pure_libretro		https://archive.org/download/total_dos_collection/TDC/Games/Files/1998/
/dos/TDC 1999/	dosbox_pure_libretro		https://archive.org/download/Total_DOS_Collection_Release_16_March_2019/Games/Files/1999/
/dos/TDC 199x/	dosbox_pure_libretro		https://archive.org/download/Total_DOS_Collection_Release_16_March_2019/Games/Files/199x/
/dos/TDC 2002/	dosbox_pure_libretro		https://archive.org/download/Total_DOS_Collection_Release_16_March_2019/Games/Files/2002/
/dos/TDC 2003/	dosbox_pure_libretro		https://archive.org/download/Total_DOS_Collection_Release_16_March_2019/Games/Files/2003/
/dos/TDC 2008/	dosbox_pure_libretro		https://archive.org/download/Total_DOS_Collection_Release_16_March_2019/Games/Files/2008/
/dos/TDC 2009/	dosbox_pure_libretro		https://archive.org/download/Total_DOS_Collection_Release_16_March_2019/Games/Files/2009/
/dos/TDC 2011/	dosbox_pure_libretro		https://archive.org/download/Total_DOS_Collection_Release_16_March_2019/Games/Files/2011/
/dos/TDC 2014/	dosbox_pure_libretro		https://archive.org/download/Total_DOS_Collection_Release_16_March_2019/Games/Files/2014/
/dos/TDC 2015/	dosbox_pure_libretro		https://archive.org/download/Total_DOS_Collection_Release_16_March_2019/Games/Files/2015/
/ibm5150/MAME/	mame_libretro ibm5150 -hard1 ibm5150_hdd:freedos13_8086		https://archive.org/download/mame-sl/mame-sl/ibm5150.zip/ibm5150/
/ibm5170/MAME/	mame_libretro ibm5170 -hard1 ibm5170_hdd:freedos13		https://archive.org/download/mame-sl/mame-sl/ibm5170.zip/ibm5170/
/ibm5170/CDROM CHD/	mame_libretro ibm5170 -cdrom		https://archive.org/download/mame-software-list-chds-2/ibm5170_cdrom/
/ibm5170/CDROM MAME/	mame_libretro ibm5170 -cdrom		https://archive.org/download/mame-sl/mame-sl/ibm5170_cdrom.zip/ibm5170_cdrom/
/ibm5170/HDD CHD/	mame_libretro ibm5170 -hard		https://archive.org/download/mame-software-list-chds-2/ibm5170_hdd/
/ibmpcjr/Cart MAME/	mame_libretro ibmpcjr		https://archive.org/download/mame-sl/mame-sl/ibmpcjr_cart.zip/ibmpcjr_cart/
/ibmpcjr/Flop MAME/	mame_libretro ibmpcjr -hard1 ibm5150_hdd:freedos13_8086		https://archive.org/download/mame-sl/mame-sl/ibmpcjr_flop.zip/ibmpcjr_flop/
/msx1/NoIntro/	bluemsx_libretro		https://archive.org/download/ni-roms/roms/Microsoft%20-%20MSX.zip/
/msx1/Games CAS/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX/Games/%5BCAS%5D/MSX%20MSX%20-%20Games%20-%20%5BCAS%5D%20%28TOSEC-v2025-01-15%29.zip/
/msx1/Games DSK/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX/Games/%5BDSK%5D/MSX%20MSX%20-%20Games%20-%20%5BDSK%5D%20%28TOSEC-v2025-01-15%29.zip/
/msx1/Games ROM/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX/Games/%5BROM%5D/MSX%20MSX%20-%20Games%20-%20%5BROM%5D%20%28TOSEC-v2025-01-15%29.zip/
/msx1/Games WV/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX/Games/%5BWV%5D/MSX%20MSX%20-%20Games%20-%20%5BWV%5D%20%28TOSEC-v2022-12-21%29.zip/
/msx1/Demo [CAS]/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX/Demos/%5BCAS%5D/MSX%20MSX%20-%20Demos%20-%20%5BCAS%5D%20%28TOSEC-v2012-04-15%29.zip/
/msx1/Demo [DSK]/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX/Demos/%5BDSK%5D/MSX%20MSX%20-%20Demos%20-%20%5BDSK%5D%20%28TOSEC-v2025-01-15%29.zip/
/msx1/Demo [ROM]/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX/Demos/%5BROM%5D/MSX%20MSX%20-%20Demos%20-%20%5BROM%5D%20%28TOSEC-v2025-01-15%29.zip/
/msx1/Edu [CAS]/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX/Educational/%5BCAS%5D/MSX%20MSX%20-%20Educational%20-%20%5BCAS%5D%20%28TOSEC-v2012-04-15%29.zip/
/msx1/Edu [DSK]/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX/Educational/%5BDSK%5D/MSX%20MSX%20-%20Educational%20-%20%5BDSK%5D%20%28TOSEC-v2012-04-15%29.zip/
/msx1/Edu [ROM]/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX/Educational/%5BROM%5D/MSX%20MSX%20-%20Educational%20-%20%5BROM%5D%20%28TOSEC-v2012-04-15%29.zip/
/msx1/Cart MAME/	mame_libretro expert11 -cart1		https://archive.org/download/mame-sl/mame-sl/msx1_cart.zip/msx1_cart/
/msx1/Cass MAME/	mame_libretro expert11 -autoboot_command 'RUN"CAS:"\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/msx1_cass.zip/msx1_cass/
/msx1/Flop MAME/	mame_libretro svi738 -flop		https://archive.org/download/mame-sl/mame-sl/msx1_flop.zip/msx1_flop/
/msx2/NoIntro/	bluemsx_libretro		https://archive.org/download/ni-roms/roms/Microsoft%20-%20MSX2.zip/
/msx2/Games/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX2/Games/%5BCAS%5D/MSX%20MSX2%20-%20Games%20-%20%5BCAS%5D%20%28TOSEC-v2012-04-15%29.zip/
/msx2/Demo [COM]/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX2/Demos/%5BCOM%5D/MSX%20MSX2%20-%20Demos%20-%20%5BCOM%5D%20%28TOSEC-v2025-01-15%29.zip/
/msx2/Demo [DSK]/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX2/Demos/%5BDSK%5D/MSX%20MSX2%20-%20Demos%20-%20%5BDSK%5D%20%28TOSEC-v2024-01-15%29.zip/
/msx2/Edu/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX2/Educational/MSX%20MSX2%20-%20Educational%20%28TOSEC-v2012-04-15%29.zip/
/msx2/Cart MAME/	mame_libretro hbf1xd -cart1		https://archive.org/download/mame-sl/mame-sl/msx2_cart.zip/msx2_cart/
/msx2/Flop MAME/	mame_libretro hbf1xd -flop		https://archive.org/download/mame-sl/mame-sl/msx2_flop.zip/msx2_flop/
/msx2/Cass MAME/	mame_libretro hbf1xd -autoboot_command 'RUN"CAS:"\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/msx2_cass.zip/msx2_cass/
/msx2+/TOSEC/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX2%2B/Games/MSX%20MSX2%2B%20-%20Games%20%28TOSEC-v2012-04-15%29.zip/
/msx2+/Demo/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/MSX2%2B/Demos/MSX%20MSX2%2B%20-%20Demos%20%28TOSEC-v2012-04-15%29.zip/
/msx2+/Cart MAME/	mame_libretro fsa1wsx -cart1		https://archive.org/download/mame-sl/mame-sl/msx2p_cart.zip/msx2p_cart/
/msx2+/Flop MAME/	mame_libretro fsa1wsx -flop		https://archive.org/download/mame-sl/mame-sl/msx2p_flop.zip/msx2p_flop/
/msxturbor/MSX TurboR/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/TurboR/Games/MSX%20TurboR%20-%20Games%20%28TOSEC-v2012-04-15%29.zip/
/msxturbor/Demo/	bluemsx_libretro		https://archive.org/download/tosec-main/MSX/TurboR/Demos/MSX%20TurboR%20-%20Demos%20%28TOSEC-v2012-04-15%29.zip/
/msxturbor/Flop MAME/	mame_libretro fsa1gt -flop1		https://archive.org/download/mame-sl/mame-sl/msxr_flop.zip/msxr_flop/
/msxturbor/Cart MAME/	mame_libretro fsa1gt -cart1		https://archive.org/download/mame-sl/mame-sl/msxr_cart.zip/msxr_cart/
/studio2/MAME/	mame_libretro studio2 -cart		https://archive.org/download/mame-sl/mame-sl/studio2.zip/studio2/
/channelf/NoIntro/	freechaf_libretro		https://archive.org/download/ni-roms/roms/Fairchild%20-%20Channel%20F.zip/
/channelf/Games/	freechaf_libretro		https://archive.org/download/tosec-main/Fairchild/VES%20%26%20Channel%20F/Games/Fairchild%20VES%20%26%20Channel%20F%20-%20Games%20%28TOSEC-v2023-10-03%29.zip/
/channelf/Demo/	freechaf_libretro		https://archive.org/download/tosec-main/Fairchild/VES%20%26%20Channel%20F/Demos/Fairchild%20VES%20%26%20Channel%20F%20-%20Demos%20%28TOSEC-v2023-10-03%29.zip/
/channelf/MAME/	mame_libretro channelf -cart		https://archive.org/download/mame-sl/mame-sl/channelf.zip/channelf/
/vectrex/NoIntro/	vecx_libretro		https://archive.org/download/ni-roms/roms/GCE%20-%20Vectrex.zip/
/vectrex/TOSEC/	vecx_libretro		https://archive.org/download/tosec-main/GCE/Vectrex/Games/GCE%20Vectrex%20-%20Games%20%28TOSEC-v2023-10-03%29.zip/
/vectrex/Demo Music/	vecx_libretro		https://archive.org/download/tosec-main/GCE/Vectrex/Demos/Music/GCE%20Vectrex%20-%20Demos%20-%20Music%20%28TOSEC-v2012-02-27%29.zip/
/vectrex/Demo Slideshows/	vecx_libretro		https://archive.org/download/tosec-main/GCE/Vectrex/Demos/Slideshows/GCE%20Vectrex%20-%20Demos%20-%20Slideshows%20%28TOSEC-v2012-02-27%29.zip/
/vectrex/Demo Various/	vecx_libretro		https://archive.org/download/tosec-main/GCE/Vectrex/Demos/Various/GCE%20Vectrex%20-%20Demos%20-%20Various%20%28TOSEC-v2025-01-15%29.zip/
/vectrex/MAME/	mame_libretro vectrex -cart		https://archive.org/download/mame-sl/mame-sl/vectrex.zip/vectrex/
/o2em/NoIntro/	o2em_libretro		https://archive.org/download/ni-roms/roms/Magnavox%20-%20Odyssey%202.zip/
/o2em/TOSEC/	o2em_libretro		https://archive.org/download/tosec-main/Magnavox/Odyssey2/Games/Magnavox%20Odyssey2%20-%20Games%20%28TOSEC-v2021-07-25%29.zip/
/o2em/Edu/	o2em_libretro		https://archive.org/download/tosec-main/Magnavox/Odyssey2/Educational/Magnavox%20Odyssey2%20-%20Educational%20%28TOSEC-v2011-02-22%29.zip/
/o2em/MAME/	mame_libretro videopac -cart		https://archive.org/download/mame-sl/mame-sl/videopac.zip/videopac/
/videopacplus/NoIntro/	o2em_libretro		https://archive.org/download/ni-roms/roms/Philips%20-%20Videopac%2B.zip/
/videopacplus/TOSEC/	o2em_libretro		https://archive.org/download/tosec-main/Philips/Videopac%2B/Games/Philips%20Videopac%2B%20-%20Games%20%28TOSEC-v2021-12-11%29.zip/
/videopacplus/Demo/	o2em_libretro		https://archive.org/download/tosec-main/Philips/Videopac%2B/Demos/Philips%20Videopac%2B%20-%20Demos%20%28TOSEC-v2023-08-29%29.zip/
/intellivision/NoIntro/	freeintv_libretro		https://archive.org/download/ni-roms/roms/Mattel%20-%20Intellivision.zip/
/intellivision/TOSEC/	freeintv_libretro		https://archive.org/download/tosec-main/Mattel/Intellivision/Games/%5BBIN%5D/Mattel%20Intellivision%20-%20Games%20-%20%5BBIN%5D%20%28TOSEC-v2023-10-03%29.zip/
/intellivision/Demo [BIN]/	freeintv_libretro		https://archive.org/download/tosec-main/Mattel/Intellivision/Demos/%5BBIN%5D/Mattel%20Intellivision%20-%20Demos%20-%20%5BBIN%5D%20%28TOSEC-v2018-07-01%29.zip/
/intellivision/Demo [Multipart]/	freeintv_libretro		https://archive.org/download/tosec-main/Mattel/Intellivision/Demos/%5BMultipart%5D/Mattel%20Intellivision%20-%20Demos%20-%20%5BMultipart%5D%20%28TOSEC-v2018-07-01%29.zip/
/intellivision/Edu/	freeintv_libretro		https://archive.org/download/tosec-main/Mattel/Intellivision/Educational/Mattel%20Intellivision%20-%20Educational%20%28TOSEC-v2021-07-25%29.zip/
/intellivision/MAME/	mame_libretro intv -cart		https://archive.org/download/mame-sl/mame-sl/intv.zip/intv/
/intellivision/ECS MAME/	mame_libretro intvecs -cart		https://archive.org/download/mame-sl/mame-sl/intvecs.zip/intvecs/
/colecovision/NoIntro/	gearcoleco_libretro		https://archive.org/download/ni-roms/roms/Coleco%20-%20ColecoVision.zip/
/colecovision/TOSEC/	gearcoleco_libretro		https://archive.org/download/tosec-main/Coleco/ColecoVision/Games/Coleco%20ColecoVision%20-%20Games%20%28TOSEC-v2025-01-15%29.zip/
/colecovision/Demo/	gearcoleco_libretro		https://archive.org/download/tosec-main/Coleco/ColecoVision/Demos/Coleco%20ColecoVision%20-%20Demos%20%28TOSEC-v2015-05-07%29.zip/
/colecovision/Edu/	gearcoleco_libretro		https://archive.org/download/tosec-main/Coleco/ColecoVision/Educational/Coleco%20ColecoVision%20-%20Educational%20%28TOSEC-v2015-05-07%29.zip/
/colecovision/MAME/	mame_libretro coleco -cart		https://archive.org/download/mame-sl/mame-sl/coleco.zip/coleco/
/colecovision/Homebrew MAME/	mame_libretro coleco -cart		https://archive.org/download/mame-sl/mame-sl/coleco_homebrew.zip/coleco_homebrew/
/scv/NoIntro/	emuscv_libretro		https://archive.org/download/ni-roms/roms/Epoch%20-%20Super%20Cassette%20Vision.zip/
/scv/TOSEC/	emuscv_libretro		https://archive.org/download/tosec-main/Epoch/Super%20Cassette%20Vision/Games/Epoch%20Super%20Cassette%20Vision%20-%20Games%20%28TOSEC-v2022-06-08%29.zip/
/scv/MAME/	mame_libretro scv -cart		https://archive.org/download/mame-sl/mame-sl/scv.zip/scv/
/ctvboy/MAME/	mame_libretro ctvboy -cart		https://archive.org/download/mame-sl/mame-sl/ctvboy.zip/ctvboy/
/sv8000/MAME/	mame_libretro sv8000 -cart		https://archive.org/download/mame-sl/mame-sl/sv8000.zip/sv8000/
/astrocade/NoIntro/	mame_libretro astrocde -cart		https://archive.org/download/ni-roms/roms/Bally%20-%20Astrocade.zip/
/astrocade/TOSEC/	mame_libretro astrocde -cart		https://archive.org/download/tosec-main/Bally/Professional%20Arcade%20%26%20Astrocade/Compilations/Games/%5BBIN%5D/Bally%20Professional%20Arcade%20%26%20Astrocade%20-%20Compilations%20-%20Games%20-%20%5BBIN%5D%20%28TOSEC-v2017-09-03%29.zip/
/astrocade/Demo [BIN]/	mame_libretro astrocde -cart		https://archive.org/download/tosec-main/Bally/Professional%20Arcade%20%26%20Astrocade/Demos/%5BBIN%5D/Bally%20Professional%20Arcade%20%26%20Astrocade%20-%20Demos%20-%20%5BBIN%5D%20%28TOSEC-v2017-09-03%29.zip/
/astrocade/Demo [PRG]/	mame_libretro astrocde -cart		https://archive.org/download/tosec-main/Bally/Professional%20Arcade%20%26%20Astrocade/Demos/%5BPRG%5D/Bally%20Professional%20Arcade%20%26%20Astrocade%20-%20Demos%20-%20%5BPRG%5D%20%28TOSEC-v2017-09-03%29.zip/
/astrocade/Demo [WAV]/	mame_libretro astrocde -cart		https://archive.org/download/tosec-main/Bally/Professional%20Arcade%20%26%20Astrocade/Demos/%5BWAV%5D/Bally%20Professional%20Arcade%20%26%20Astrocade%20-%20Demos%20-%20%5BWAV%5D%20%28TOSEC-v2017-09-03%29.zip/
/astrocade/Edu [BIN]/	mame_libretro astrocde -cart		https://archive.org/download/tosec-main/Bally/Professional%20Arcade%20%26%20Astrocade/Educational/%5BBIN%5D/Bally%20Professional%20Arcade%20%26%20Astrocade%20-%20Educational%20-%20%5BBIN%5D%20%28TOSEC-v2013-12-13%29.zip/
/astrocade/Edu [PRG]/	mame_libretro astrocde -cart		https://archive.org/download/tosec-main/Bally/Professional%20Arcade%20%26%20Astrocade/Educational/%5BPRG%5D/Bally%20Professional%20Arcade%20%26%20Astrocade%20-%20Educational%20-%20%5BPRG%5D%20%28TOSEC-v2017-07-25%29.zip/
/astrocade/Edu [WAV]/	mame_libretro astrocde -cart		https://archive.org/download/tosec-main/Bally/Professional%20Arcade%20%26%20Astrocade/Educational/%5BWAV%5D/Bally%20Professional%20Arcade%20%26%20Astrocade%20-%20Educational%20-%20%5BWAV%5D%20%28TOSEC-v2017-09-03%29.zip/
/astrocade/MAME/	mame_libretro astrocde -cart		https://archive.org/download/mame-sl/mame-sl/astrocde.zip/astrocde/
/apfm1000/NoIntro/	mame_libretro apfm1000 -cart		https://archive.org/download/ni-roms/roms/APF%20-%20MP-1000.zip/
/apfm1000/TOSEC/	mame_libretro apfm1000 -cart		https://archive.org/download/tosec-main/APF/M-1000/Compilations/Games/APF%20M-1000%20-%20Compilations%20-%20Games%20%28TOSEC-v2018-03-08%29.zip/
/apfm1000/Demo/	mame_libretro apfm1000 -cart		https://archive.org/download/tosec-main/APF/M-1000/Demos/APF%20M-1000%20-%20Demos%20%28TOSEC-v2018-03-08%29.zip/
/apfm1000/MAME/	mame_libretro apfm1000 -cart		https://archive.org/download/mame-sl/mame-sl/apfm1000.zip/apfm1000/
/apfm1000/Cass MAME/	mame_libretro apfimag -cass		https://archive.org/download/mame-sl/mame-sl/apfimag_cass.zip/apfimag_cass/
/crvision/NoIntro/	mame_libretro crvision -cart		https://archive.org/download/ni-roms/roms/VTech%20-%20CreatiVision.zip/
/crvision/TOSEC/	mame_libretro crvision -cart		https://archive.org/download/tosec-main/VTech/Laser%202001%20%26%20CreatiVision/Games/VTech%20Laser%202001%20%26%20CreatiVision%20-%20Games%20%28TOSEC-v2025-01-15%29.zip/
/crvision/MAME/	mame_libretro crvision -cart		https://archive.org/download/mame-sl/mame-sl/crvision.zip/crvision/
/vsmile/NoIntro/	mame_libretro vsmile -cart		https://archive.org/download/ni-roms/roms/VTech%20-%20V.Smile.zip/
/vsmile/TOSEC/	mame_libretro vsmile -cart		https://archive.org/download/tosec-main/VTech/V.Smile%20Motion/Games/%5BBIN%5D/VTech%20V.Smile%20Motion%20-%20Games%20-%20%5BBIN%5D%20%28TOSEC-v2023-05-16%29.zip/
/vsmile/MAME/	mame_libretro vsmile -cart		https://archive.org/download/mame-sl/mame-sl/vsmile_cart.zip/vsmile_cart/
/vsmile/Cart MAME/	mame_libretro vsmilem -cart		https://archive.org/download/mame-sl/mame-sl/vsmilem_cart.zip/vsmilem_cart/
/vsmileb/MAME/	mame_libretro vsmileb -cart		https://archive.org/download/mame-sl/mame-sl/vsmileb_cart.zip/vsmileb_cart/
/arcadia/NoIntro/	mame_libretro arcadia -cart		https://archive.org/download/ni-roms/roms/Emerson%20-%20Arcadia%202001.zip/
/arcadia/TOSEC/	mame_libretro arcadia -cart		https://archive.org/download/tosec-main/Emerson/Arcadia%202001/Games/Emerson%20Arcadia%202001%20-%20Games%20%28TOSEC-v2011-02-22%29.zip/
/arcadia/MAME/	mame_libretro arcadia -cart		https://archive.org/download/mame-sl/mame-sl/arcadia.zip/arcadia/
/hyperscan/MAME/	mame_libretro hyprscan -cdrom		https://archive.org/download/mame-software-list-chds-2/hyperscan/
/supracan/NoIntro/	mame_libretro supracan -cart		https://archive.org/download/ni-roms/roms/Funtech%20-%20Super%20Acan.zip/
/supracan/TOSEC/	mame_libretro supracan -cart		https://archive.org/download/tosec-main/Funtech/Super%20A%27can/Games/Funtech%20Super%20A%27can%20-%20Games%20%28TOSEC-v2021-07-25%29.zip/
/supracan/MAME/	mame_libretro supracan -cart		https://archive.org/download/mame-sl/mame-sl/supracan.zip/supracan/
/vc4000/NoIntro/	mame_libretro vc4000 -cart		https://archive.org/download/ni-roms/roms/Interton%20-%20VC%204000.zip/
/vc4000/MAME/	mame_libretro vc4000 -cart		https://archive.org/download/mame-sl/mame-sl/vc4000.zip/vc4000/
/multivision/Othello Multivision/	gearsystem_libretro		https://archive.org/download/tosec-main/Tsukuda%20Original/Othello%20Multivision/Games/Tsukuda%20Original%20Othello%20Multivision%20-%20Games%20%28TOSEC-v2021-02-12%29.zip/
/vii/MAME/	mame_libretro vii -cart		https://archive.org/download/mame-sl/mame-sl/vii.zip/vii/
/unichamp/MAME/	mame_libretro unichamp -cart		https://archive.org/download/mame-sl/mame-sl/unichamp.zip/unichamp/
/entexsag/MAME/	mame_libretro sag -cart		https://archive.org/download/mame-sl/mame-sl/entex_sag.zip/entex_sag/
/ekara/MAME/	mame_libretro ekara -cart		https://archive.org/download/mame-sl/mame-sl/ekara_cart.zip/ekara_cart/
/videoart/MAME/	mame_libretro videoart -cart		https://archive.org/download/mame-sl/mame-sl/videoart.zip/videoart/
/pdp1/MAME/	mame_libretro pdp1 -ptap1		https://archive.org/download/mame-sl/mame-sl/pdp1_ptp.zip/pdp1_ptp/
/sol20/MAME/	mame_libretro sol20 -cass1		https://archive.org/download/mame-sl/mame-sl/sol20_cass.zip/sol20_cass/
/trs80/Model III/	mame_libretro trs80m3 -quik		https://archive.org/download/tosec-main/Tandy%20Radio%20Shack/TRS-80%20Model%20III/Games/%5BBAS%5D/Tandy%20Radio%20Shack%20TRS-80%20Model%20III%20-%20Games%20-%20%5BBAS%5D%20%28TOSEC-v2024-07-03%29.zip/
