/zx81/Edu/	81_libretro		https://archive.org/download/tosec-main/Sinclair/ZX81/Educational/Sinclair%20ZX81%20-%20Educational%20%28TOSEC-v2011-09-24%29.zip/
/zx81/MAME/	mame_libretro zx81 -autoboot_command 'J""\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/zx81_cass.zip/zx81_cass/
/zxspectrum/Compilations/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Compilations/Games/%5B%24B%5D/Sinclair%20ZX%20Spectrum%20-%20Compilations%20-%20Games%20-%20%5B%24B%5D%20%28TOSEC-v2011-09-24%29.zip/
/zxspectrum/Educational/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Compilations/Educational/%5BTAP%5D/Sinclair%20ZX%20Spectrum%20-%20Compilations%20-%20Educational%20-%20%5BTAP%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Applications/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Applications/%5B%24B%5D/Sinclair%20ZX%20Spectrum%20-%20Applications%20-%20%5B%24B%5D%20%28TOSEC-v2011-09-24%29.zip/
/zxspectrum/Edu Comp [TRD]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Compilations/Educational/%5BTRD%5D/Sinclair%20ZX%20Spectrum%20-%20Compilations%20-%20Educational%20-%20%5BTRD%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Edu Comp [TZX]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Compilations/Educational/%5BTZX%5D/Sinclair%20ZX%20Spectrum%20-%20Compilations%20-%20Educational%20-%20%5BTZX%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Edu Comp [Z80]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Compilations/Educational/%5BZ80%5D/Sinclair%20ZX%20Spectrum%20-%20Compilations%20-%20Educational%20-%20%5BZ80%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Demo [$B]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Demos/%5B%24B%5D/Sinclair%20ZX%20Spectrum%20-%20Demos%20-%20%5B%24B%5D%20%28TOSEC-v2011-09-24%29.zip/
/zxspectrum/Demo [$C]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Demos/%5B%24C%5D/Sinclair%20ZX%20Spectrum%20-%20Demos%20-%20%5B%24C%5D%20%28TOSEC-v2011-09-24%29.zip/
/zxspectrum/Demo [$M]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Demos/%5B%24M%5D/Sinclair%20ZX%20Spectrum%20-%20Demos%20-%20%5B%24M%5D%20%28TOSEC-v2011-09-24%29.zip/
/zxspectrum/Demo [BIN]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Demos/%5BBIN%5D/Sinclair%20ZX%20Spectrum%20-%20Demos%20-%20%5BBIN%5D%20%28TOSEC-v2025-01-15%29.zip/
/zxspectrum/Demo [DSK]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Demos/%5BDSK%5D/Sinclair%20ZX%20Spectrum%20-%20Demos%20-%20%5BDSK%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Demo [FDI]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Demos/%5BFDI%5D/Sinclair%20ZX%20Spectrum%20-%20Demos%20-%20%5BFDI%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Demo [Multipart]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Demos/%5BMultipart%5D/Sinclair%20ZX%20Spectrum%20-%20Demos%20-%20%5BMultipart%5D%20%28TOSEC-v2011-09-24%29.zip/
/zxspectrum/Demo [SCL]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Demos/%5BSCL%5D/Sinclair%20ZX%20Spectrum%20-%20Demos%20-%20%5BSCL%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Demo [SNA]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Demos/%5BSNA%5D/Sinclair%20ZX%20Spectrum%20-%20Demos%20-%20%5BSNA%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Demo [SPG]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Demos/%5BSPG%5D/Sinclair%20ZX%20Spectrum%20-%20Demos%20-%20%5BSPG%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Demo [SP]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Demos/%5BSP%5D/Sinclair%20ZX%20Spectrum%20-%20Demos%20-%20%5BSP%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Demo [TAP]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Demos/%5BTAP%5D/Sinclair%20ZX%20Spectrum%20-%20Demos%20-%20%5BTAP%5D%20%28TOSEC-v2025-01-15%29.zip/
/zxspectrum/Demo [TRD]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Demos/%5BTRD%5D/Sinclair%20ZX%20Spectrum%20-%20Demos%20-%20%5BTRD%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Demo [TZX]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Demos/%5BTZX%5D/Sinclair%20ZX%20Spectrum%20-%20Demos%20-%20%5BTZX%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Demo [Z80]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Demos/%5BZ80%5D/Sinclair%20ZX%20Spectrum%20-%20Demos%20-%20%5BZ80%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Edu [D40]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Educational/%5BD40%5D/Sinclair%20ZX%20Spectrum%20-%20Educational%20-%20%5BD40%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Edu [D80]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Educational/%5BD80%5D/Sinclair%20ZX%20Spectrum%20-%20Educational%20-%20%5BD80%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Edu [DSK]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Educational/%5BDSK%5D/Sinclair%20ZX%20Spectrum%20-%20Educational%20-%20%5BDSK%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Edu [SCL]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Educational/%5BSCL%5D/Sinclair%20ZX%20Spectrum%20-%20Educational%20-%20%5BSCL%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Edu [SZX]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Educational/%5BSZX%5D/Sinclair%20ZX%20Spectrum%20-%20Educational%20-%20%5BSZX%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Edu [TAP]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Educational/%5BTAP%5D/Sinclair%20ZX%20Spectrum%20-%20Educational%20-%20%5BTAP%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Edu [TRD]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Educational/%5BTRD%5D/Sinclair%20ZX%20Spectrum%20-%20Educational%20-%20%5BTRD%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Edu [TZX]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Educational/%5BTZX%5D/Sinclair%20ZX%20Spectrum%20-%20Educational%20-%20%5BTZX%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/Edu [Z80]/	fuse_libretro		https://archive.org/download/tosec-main/Sinclair/ZX%20Spectrum/Educational/%5BZ80%5D/Sinclair%20ZX%20Spectrum%20-%20Educational%20-%20%5BZ80%5D%20%28TOSEC-v2023-06-10%29.zip/
/zxspectrum/MAME/	mame_libretro spectrum -autoboot_command 'LOAD ""\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/spectrum_cass.zip/spectrum_cass/
/zxspectrum/Cass MAME/	mame_libretro tc2068 -autoboot_command 'LOAD ""\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/timex_cass.zip/timex_cass/
/zxspectrum/Beta Disc MAME/	mame_libretro pentagon -flop		https://archive.org/download/mame-sl/mame-sl/spectrum_betadisc_flop.zip/spectrum_betadisc_flop/
/zxspectrum/Opus Flop MAME/	mame_libretro spec128 -flop		https://archive.org/download/mame-sl/mame-sl/spectrum_flop_opus.zip/spectrum_flop_opus/
/zxspectrum/Cart MAME/	mame_libretro specpls3 -cart		https://archive.org/download/mame-sl/mame-sl/spectrum_cart.zip/spectrum_cart/
/zxspectrum/MGT Flop MAME/	mame_libretro spec128 -flop		https://archive.org/download/mame-sl/mame-sl/spectrum_mgt_flop.zip/spectrum_mgt_flop/
/specpls3/MAME/	mame_libretro specpls3 -flop		https://archive.org/download/mame-sl/mame-sl/specpls3_flop.zip/specpls3_flop/
/ql/Demos MDV/	mame_libretro ql -autoboot_command 'BOOT\n' -autoboot_delay 5 -utap1	mdv	https://archive.org/download/tosec-main/Sinclair/QL/Demos/%5BBAS%5D/Sinclair%20QL%20-%20Demos%20-%20%5BBAS%5D%20%28TOSEC-v2024-07-03%29.zip/
/ql/Demo [MDV]/	mame_libretro ql -autoboot_command 'BOOT\n' -autoboot_delay 5 -utap1	mdv	https://archive.org/download/tosec-main/Sinclair/QL/Demos/%5BMDV%5D/Sinclair%20QL%20-%20Demos%20-%20%5BMDV%5D%20%28TOSEC-v2024-07-03%29.zip/
/ql/Cass MAME/	mame_libretro ql -autoboot_command 'BOOT\n' -autoboot_delay 5 -utap1		https://archive.org/download/mame-sl/mame-sl/ql_cass.zip/ql_cass/
/ql/Cart MAME/	mame_libretro ql -cart		https://archive.org/download/mame-sl/mame-sl/ql_cart.zip/ql_cart/
/ql/Flop MAME/	mame_libretro ql -exp trump -flop		https://archive.org/download/mame-sl/mame-sl/ql_flop.zip/ql_flop/
/z88/MAME/	mame_libretro z88 -cart1		https://archive.org/download/mame-sl/mame-sl/z88_cart.zip/z88_cart/
/amstradcpc/Games DSK/	cap32_libretro		https://archive.org/download/tosec-main/Amstrad/CPC/Games/%5BDSK%5D/Amstrad%20CPC%20-%20Games%20-%20%5BDSK%5D%20%28TOSEC-v2025-01-15%29.zip/
/amstradcpc/Compilations DSK/	cap32_libretro		https://archive.org/download/tosec-main/Amstrad/CPC/Compilations/Games/%5BDSK%5D/Amstrad%20CPC%20-%20Compilations%20-%20Games%20-%20%5BDSK%5D%20%28TOSEC-v2025-01-15%29.zip/
/amstradcpc/App/	cap32_libretro		https://archive.org/download/tosec-main/Amstrad/CPC/Applications/%5BBIN%5D/Amstrad%20CPC%20-%20Applications%20-%20%5BBIN%5D%20%28TOSEC-v2014-10-28%29.zip/
/amstradcpc/Demo [CDT]/	cap32_libretro		https://archive.org/download/tosec-main/Amstrad/CPC/Demos/%5BCDT%5D/Amstrad%20CPC%20-%20Demos%20-%20%5BCDT%5D%20%28TOSEC-v2025-01-15%29.zip/
/amstradcpc/Demo [DSK]/	cap32_libretro		https://archive.org/download/tosec-main/Amstrad/CPC/Demos/%5BDSK%5D/Amstrad%20CPC%20-%20Demos%20-%20%5BDSK%5D%20%28TOSEC-v2025-01-15%29.zip/
/amstradcpc/Edu/	cap32_libretro		https://archive.org/download/tosec-main/Amstrad/CPC/Educational/Amstrad%20CPC%20-%20Educational%20%28TOSEC-v2025-01-15%29.zip/
/amstradcpc/Cass MAME/	mame_libretro cpc464 -autoboot_command 'RUN"\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/cpc_cass.zip/cpc_cass/
/amstradcpc/Flop MAME/	mame_libretro cpc6128 -flop1		https://archive.org/download/mame-sl/mame-sl/cpc_flop.zip/cpc_flop/
/gx4000/TOSEC/	cap32_libretro		https://archive.org/download/tosec-main/Amstrad/GX4000/Games/Amstrad%20GX4000%20-%20Games%20%28TOSEC-v2025-01-15%29.zip/
/gx4000/Demo/	cap32_libretro		https://archive.org/download/tosec-main/Amstrad/GX4000/Demos/Amstrad%20GX4000%20-%20Demos%20%28TOSEC-v2022-06-08%29.zip/
/gx4000/MAME/	mame_libretro gx4000 -cart		https://archive.org/download/mame-sl/mame-sl/gx4000.zip/gx4000/
/pcw/MAME/	mame_libretro pcw8256 -flop		https://archive.org/download/mame-sl/mame-sl/pcw.zip/pcw/
/pet/TOSEC/	vice_xpet_libretro		https://archive.org/download/tosec-main/Commodore/PET/Compilations/Games/Commodore%20PET%20-%20Compilations%20-%20Games%20%28TOSEC-v2011-10-06%29.zip/
/pet/MAME/	mame_libretro pet2001n -autoboot_command 'LOAD\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/pet_cass.zip/pet_cass/
/pet/Flop MAME/	mame_libretro pet2001n -flop1		https://archive.org/download/mame-sl/mame-sl/pet_flop.zip/pet_flop/
/pet/ROM MAME/	mame_libretro pet2001n -rom		https://archive.org/download/mame-sl/mame-sl/pet_rom.zip/pet_rom/
/cplus4/NoIntro/	vice_xplus4_libretro		https://archive.org/download/ni-roms/roms/Commodore%20-%20Plus-4.zip/
/cplus4/PRG/	vice_xplus4_libretro		
/cplus4/TAP/	vice_xplus4_libretro		
/cplus4/Utils/	vice_xplus4_libretro		
/cplus4/MAME/	mame_libretro c16 -cart		https://archive.org/download/mame-sl/mame-sl/plus4_cart.zip/plus4_cart/
/cplus4/Flop MAME/	mame_libretro c16 -flop		https://archive.org/download/mame-sl/mame-sl/plus4_flop.zip/plus4_flop/
/cplus4/Cass MAME/	mame_libretro c16 -autoboot_command 'LOAD\n' -autoboot_delay 3 -cass		https://archive.org/download/mame-sl/mame-sl/plus4_cass.zip/plus4_cass/
/vic10/MAME/	mame_libretro vic10		https://archive.org/download/mame-sl/mame-sl/vic10.zip/vic10/
/c20/NoIntro/	vice_xvic_libretro		https://archive.org/download/ni-roms/roms/Commodore%20-%20VIC-20.zip/
/c20/Compilations/	vice_xvic_libretro		https://archive.org/download/tosec-main/Commodore/VIC20/Compilations/Games/Commodore%20VIC20%20-%20Compilations%20-%20Games%20%28TOSEC-v2011-11-07%29.zip/
/c20/App/	vice_xvic_libretro		https://archive.org/download/tosec-main/Commodore/VIC20/Applications/Source/Commodore%20VIC20%20-%20Applications%20-%20Source%20%28TOSEC-v2017-10-23%29.zip/
/c20/Demo Source/	vice_xvic_libretro		https://archive.org/download/tosec-main/Commodore/VIC20/Demos/Source/Commodore%20VIC20%20-%20Demos%20-%20Source%20%28TOSEC-v2017-10-23%29.zip/
/c20/Demo [CRT]/	vice_xvic_libretro		https://archive.org/download/tosec-main/Commodore/VIC20/Demos/%5BCRT%5D/Commodore%20VIC20%20-%20Demos%20-%20%5BCRT%5D%20%28TOSEC-v2011-11-07%29.zip/
/c20/Demo [D64]/	vice_xvic_libretro		https://archive.org/download/tosec-main/Commodore/VIC20/Demos/%5BD64%5D/Commodore%20VIC20%20-%20Demos%20-%20%5BD64%5D%20%28TOSEC-v2017-10-23%29.zip/
/c20/Demo [PRG]/	vice_xvic_libretro		https://archive.org/download/tosec-main/Commodore/VIC20/Demos/%5BPRG%5D/Multipart/Commodore%20VIC20%20-%20Demos%20-%20%5BPRG%5D%20-%20Multipart%20%28TOSEC-v2017-10-23%29.zip/
/c20/Demo [PRG]/	vice_xvic_libretro		https://archive.org/download/tosec-main/Commodore/VIC20/Demos/%5BPRG%5D/Singlepart/Commodore%20VIC20%20-%20Demos%20-%20%5BPRG%5D%20-%20Singlepart%20%28TOSEC-v2017-10-23%29.zip/
/c20/Edu [TAP]/	vice_xvic_libretro		https://archive.org/download/tosec-main/Commodore/VIC20/Educational/%5BTAP%5D/Commodore%20VIC20%20-%20Educational%20-%20%5BTAP%5D%20%28TOSEC-v2018-03-24%29.zip/
/c20/MAME/	mame_libretro vic20 -cart		https://archive.org/download/mame-sl/mame-sl/vic1001_cart.zip/vic1001_cart/
/cbm2/Cart MAME/	mame_libretro cbm610 -cart		https://archive.org/download/mame-sl/mame-sl/cbm2_cart.zip/cbm2_cart/
/cbm2/Flop MAME/	mame_libretro cbm610 -autoboot_command 'DLOAD""*""\nRUN\n' -autoboot_delay 5 -flop1		https://archive.org/download/mame-sl/mame-sl/cbm2_flop.zip/cbm2_flop/
/c64/NoIntro/	vice_x64sc_libretro		https://archive.org/download/ni-roms/roms/Commodore%20-%20Commodore%2064.zip/
/c64/PP/	vice_x64sc_libretro		https://archive.org/download/ni-roms/roms/Commodore%20-%20Commodore%2064%20%28PP%29.zip/
/c64/Tapes/	vice_x64sc_libretro		https://archive.org/download/ni-roms/roms/Commodore%20-%20Commodore%2064%20%28Tapes%29.zip/
/c64/Arcade/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Games/Arcade/%5BD64%5D/Commodore%20C64%20-%20Games%20-%20Arcade%20-%20%5BD64%5D%20%28TOSEC-v2025-02-16%29.zip/
/c64/Adventure/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Games/Adventure/%5BD64%5D/Commodore%20C64%20-%20Games%20-%20Adventure%20-%20%5BD64%5D%20%28TOSEC-v2025-02-16%29.zip/
/c64/Shoot'em Up/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Games/Shoot%27em%20Up/%5BD64%5D/Commodore%20C64%20-%20Games%20-%20Shoot%27em%20Up%20-%20%5BD64%5D%20%28TOSEC-v2025-01-10%29.zip/
/c64/Sports/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Games/Sports/%5BD64%5D/Commodore%20C64%20-%20Games%20-%20Sports%20-%20%5BD64%5D%20%28TOSEC-v2025-01-03%29.zip/
/c64/Racing/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Games/Racing/%5BD64%5D/Commodore%20C64%20-%20Games%20-%20Racing%20-%20%5BD64%5D%20%28TOSEC-v2025-01-03%29.zip/
/c64/Strategy/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Games/Strategy/%5BD64%5D/Commodore%20C64%20-%20Games%20-%20Strategy%20-%20%5BD64%5D%20%28TOSEC-v2025-01-07%29.zip/
/c64/Simulation/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Games/Simulation/%5BD64%5D/Commodore%20C64%20-%20Games%20-%20Simulation%20-%20%5BD64%5D%20%28TOSEC-v2025-01-03%29.zip/
/c64/Misc/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Games/Misc/%5BD64%5D/Commodore%20C64%20-%20Games%20-%20Misc%20-%20%5BD64%5D%20%28TOSEC-v2025-01-07%29.zip/
/c64/Boulder Dash/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Games/Boulder%20Dash/%5BD64%5D/Commodore%20C64%20-%20Games%20-%20Boulder%20Dash%20-%20%5BD64%5D%20%28TOSEC-v2025-02-16%29.zip/
/c64/Board/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Games/Board/%5BD64%5D/Commodore%20C64%20-%20Games%20-%20Board%20-%20%5BD64%5D%20%28TOSEC-v2025-01-07%29.zip/
/c64/Gambling/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Games/Gambling/%5BD64%5D/Commodore%20C64%20-%20Games%20-%20Gambling%20-%20%5BD64%5D%20%28TOSEC-v2025-01-07%29.zip/
/c64/Cards/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Games/Cards/%5BD64%5D/Commodore%20C64%20-%20Games%20-%20Cards%20-%20%5BD64%5D%20%28TOSEC-v2025-01-07%29.zip/
/c64/Educational/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Compilations/Educational/Commodore%20C64%20-%20Compilations%20-%20Educational%20%28TOSEC-v2018-12-16%29.zip/
/c64/Applications/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Applications/Test%20Disks/%5BD64%5D/Commodore%20C64%20-%20Applications%20-%20Test%20Disks%20-%20%5BD64%5D%20%28TOSEC-v2023-06-14%29.zip/
/c64/Demo [ARC]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BARC%5D/Commodore%20C64%20-%20Demos%20-%20%5BARC%5D%20%28TOSEC-v2025-01-07%29.zip/
/c64/Demo [ARK]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BARK%5D/Commodore%20C64%20-%20Demos%20-%20%5BARK%5D%20%28TOSEC-v2022-03-18%29.zip/
/c64/Demo [BIN]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BBIN%5D/Commodore%20C64%20-%20Demos%20-%20%5BBIN%5D%20%28TOSEC-v2021-08-10%29.zip/
/c64/Demo [CRT]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BCRT%5D/Commodore%20C64%20-%20Demos%20-%20%5BCRT%5D%20%28TOSEC-v2025-01-07%29.zip/
/c64/Demo [D64]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BD64%5D/Commodore%20C64%20-%20Demos%20-%20%5BD64%5D%20%28TOSEC-v2025-01-07%29.zip/
/c64/Demo [D81]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BD81%5D/Commodore%20C64%20-%20Demos%20-%20%5BD81%5D%20%28TOSEC-v2021-07-25%29.zip/
/c64/Demo [DFI]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BDFI%5D/Commodore%20C64%20-%20Demos%20-%20%5BDFI%5D%20%28TOSEC-v2021-06-16%29.zip/
/c64/Demo [G64]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BG64%5D/Commodore%20C64%20-%20Demos%20-%20%5BG64%5D%20%28TOSEC-v2023-05-19%29.zip/
/c64/Demo [LNX]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BLNX%5D/Commodore%20C64%20-%20Demos%20-%20%5BLNX%5D%20%28TOSEC-v2025-01-07%29.zip/
/c64/Demo [N64]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BN64%5D/Commodore%20C64%20-%20Demos%20-%20%5BN64%5D%20%28TOSEC-v2019-04-20%29.zip/
/c64/Demo [NIB]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BNIB%5D/Commodore%20C64%20-%20Demos%20-%20%5BNIB%5D%20%28TOSEC-v2021-12-08%29.zip/
/c64/Demo [P00]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BP00%5D/Commodore%20C64%20-%20Demos%20-%20%5BP00%5D%20%28TOSEC-v2024-06-16%29.zip/
/c64/Demo [PRG]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BPRG%5D/Commodore%20C64%20-%20Demos%20-%20%5BPRG%5D%20%28TOSEC-v2025-01-07%29.zip/
/c64/Demo [SDA]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BSDA%5D/Commodore%20C64%20-%20Demos%20-%20%5BSDA%5D%20%28TOSEC-v2023-05-19%29.zip/
/c64/Demo [SFX]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BSFX%5D/Commodore%20C64%20-%20Demos%20-%20%5BSFX%5D%20%28TOSEC-v2023-05-19%29.zip/
/c64/Demo [T64]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BT64%5D/Commodore%20C64%20-%20Demos%20-%20%5BT64%5D%20%28TOSEC-v2025-01-07%29.zip/
/c64/Demo [TAP]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BTAP%5D/Commodore%20C64%20-%20Demos%20-%20%5BTAP%5D%20%28TOSEC-v2025-01-05%29.zip/
/c64/Demo [Z64]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Demos/%5BZ64%5D/Commodore%20C64%20-%20Demos%20-%20%5BZ64%5D%20%28TOSEC-v2024-07-12%29.zip/
/c64/Edu [ARC]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BARC%5D/Commodore%20C64%20-%20Educational%20-%20%5BARC%5D%20%28TOSEC-v2024-01-10%29.zip/
/c64/Edu [ARK]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BARK%5D/Commodore%20C64%20-%20Educational%20-%20%5BARK%5D%20%28TOSEC-v2022-04-18%29.zip/
/c64/Edu [BIN]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BBIN%5D/Commodore%20C64%20-%20Educational%20-%20%5BBIN%5D%20%28TOSEC-v2024-01-10%29.zip/
/c64/Edu [CRT]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BCRT%5D/Commodore%20C64%20-%20Educational%20-%20%5BCRT%5D%20%28TOSEC-v2024-01-10%29.zip/
/c64/Edu [D64]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BD64%5D/Commodore%20C64%20-%20Educational%20-%20%5BD64%5D%20%28TOSEC-v2025-01-07%29.zip/
/c64/Edu [D81]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BD81%5D/Commodore%20C64%20-%20Educational%20-%20%5BD81%5D%20%28TOSEC-v2022-04-18%29.zip/
/c64/Edu [DFI]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BDFI%5D/Commodore%20C64%20-%20Educational%20-%20%5BDFI%5D%20%28TOSEC-v2022-06-06%29.zip/
/c64/Edu [DMP]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BDMP%5D/Commodore%20C64%20-%20Educational%20-%20%5BDMP%5D%20%28TOSEC-v2023-10-14%29.zip/
/c64/Edu [G64]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BG64%5D/Commodore%20C64%20-%20Educational%20-%20%5BG64%5D%20%28TOSEC-v2024-06-29%29.zip/
/c64/Edu [LNX]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BLNX%5D/Commodore%20C64%20-%20Educational%20-%20%5BLNX%5D%20%28TOSEC-v2025-01-05%29.zip/
/c64/Edu [NBZ]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BNBZ%5D/Commodore%20C64%20-%20Educational%20-%20%5BNBZ%5D%20%28TOSEC-v2024-05-27%29.zip/
/c64/Edu [NIB]/	vice_x64sc_libretro		https://archive.org/download/tosec-main/Commodore/C64/Educational/%5BNIB%5D/Commodore%20C64%20-%20Educational%20-%20%5BNIB%5D%20%28TOSEC-v2024-06-29%29.zip/
